-9.44855	1.19737	0.611156	0.627738	0.431942	0.276567	0.369508	0.297629	0.0917176	0.0990134	0.127898	0.0884643	-0.0714498	-0.0112304	0.0690387	0.166786	0.0587436
-9.3799	1.31167	0.553567	0.53962	0.310189	0.276468	0.272944	0.269137	0.247986	0.219939	0.168678	0.233469	0.17904	0.130028	0.145388	0.188528	0.0874467
-9.36135	1.33931	0.551841	0.432881	0.351423	0.224754	0.264261	0.3404	0.266098	0.209785	0.191879	0.299871	0.211674	0.0691363	0.0809705	0.206954	0.116187
-9.40112	1.37103	0.631358	0.460118	0.464829	0.292973	0.239965	0.35518	0.262283	0.236541	0.0906612	0.35627	0.208842	0.118359	0.167682	0.16064	0.143978
-9.11236	1.40161	0.534326	0.446689	0.397302	0.349485	0.256859	0.220598	0.203558	0.242418	0.122284	0.276421	0.20006	0.174166	0.228833	0.180493	0.161407
-9.24292	1.3542	0.529411	0.486721	0.456117	0.378144	0.24741	0.274091	0.196389	0.249369	0.211388	0.343356	0.200953	0.142234	0.186749	0.185491	0.117781
-9.26328	1.37735	0.485327	0.443017	0.450579	0.342245	0.257281	0.333877	0.200643	0.236188	0.23318	0.329052	0.211857	0.0960117	0.131168	0.20526	0.121817
-9.04916	1.41765	0.518219	0.475584	0.361828	0.319533	0.252091	0.290652	0.218741	0.215612	0.180821	0.247642	0.264735	0.153897	0.150381	0.174865	0.116074
-9.29722	1.43469	0.603289	0.541666	0.349373	0.283912	0.266832	0.292811	0.219524	0.233614	0.237567	0.208534	0.213974	0.177864	0.165235	0.160127	0.121332
-9.30909	1.39483	0.491816	0.564201	0.390988	0.302766	0.305711	0.316062	0.269127	0.238971	0.269859	0.234496	0.136366	0.221015	0.153997	0.133759	0.143895
-9.12611	1.43976	0.48528	0.459306	0.362638	0.304224	0.229229	0.264575	0.227743	0.187391	0.172318	0.248269	0.13392	0.118234	0.108327	0.142424	0.102625
-9.30053	1.34915	0.475919	0.444868	0.438588	0.35652	0.221042	0.258812	0.201164	0.239296	0.122815	0.197825	0.117448	0.0981514	0.168213	0.239177	0.0816035
-9.38231	1.21567	0.538963	0.386547	0.377072	0.40683	0.248334	0.279057	0.157855	0.258187	0.165336	0.11238	0.126657	0.188196	0.215578	0.253821	0.0345429
-9.30213	1.26317	0.579144	0.359638	0.368833	0.367241	0.306758	0.318885	0.130564	0.27283	0.169684	0.191373	0.19959	0.242378	0.168676	0.166066	0.0641045
-9.28984	1.29196	0.553143	0.416109	0.446077	0.351145	0.250192	0.290435	0.162291	0.210643	0.185146	0.284299	0.185325	0.15732	0.14577	0.113623	0.148596
-9.24309	1.30073	0.512347	0.412847	0.351392	0.29825	0.234595	0.333433	0.244755	0.167429	0.1332	0.216499	0.154366	0.124522	0.160176	0.109248	0.144388
-9.27226	1.25026	0.531743	0.466955	0.365377	0.280085	0.194506	0.242236	0.211072	0.177714	0.141898	0.229837	0.145688	0.178324	0.187502	0.153095	0.18326
-8.93996	1.41989	0.524936	0.462532	0.369662	0.25484	0.16047	0.21694	0.169726	0.164533	0.191926	0.173006	0.144995	0.151229	0.131439	0.177455	0.192534
-8.58521	1.3664	0.44408	0.499001	0.266039	0.176938	0.104705	0.333011	0.145317	0.190894	0.101168	0.119799	0.224446	0.124245	0.147887	0.333857	0.365232
-8.25665	1.28776	0.494686	0.777085	0.255157	0.165637	0.00921606	0.566764	0.159267	0.195089	0.246955	0.0832204	0.183984	0.138769	0.0816242	0.239646	0.285255
-8.09439	1.2329	0.513657	0.754	0.282659	0.269628	-0.0512341	0.422617	0.0424796	0.0875729	0.318192	0.169273	0.26488	0.254326	0.0288277	0.163936	0.178073
-8.02486	1.53892	0.682587	0.8294	0.317211	0.239599	-0.177676	0.208859	-0.0672324	-0.0517176	0.087334	-0.0375579	0.142671	0.118194	-0.0543008	0.279877	0.239155
-7.86898	1.64929	0.67892	0.884192	0.380669	0.278395	-0.0464822	0.0270353	-0.0420232	-0.0853521	0.0437211	-0.136321	-0.0961831	-0.0724258	0.0512871	0.388202	0.215895
-7.12194	1.91937	0.280452	0.713212	0.146066	-0.108103	-0.0585681	0.122057	-0.0503315	-0.200711	0.0364076	0.155819	0.0117897	-0.243124	0.130149	0.391683	0.0953019
-6.66459	1.94422	0.251374	0.755214	0.206616	-0.218633	-0.070613	0.230175	-0.188943	-0.11087	-0.0995913	0.267924	-0.0688173	-0.193775	0.0706592	0.397461	0.075211
-6.27651	1.52007	0.446978	1.00316	0.309123	-0.216874	0.0963717	0.214246	-0.224434	0.0396096	-0.143918	0.302726	-0.0461417	-0.0110235	0.0274987	0.366228	-0.147708
-5.83174	1.58008	0.653871	1.28042	-0.0257546	-0.139514	-0.0725518	0.0875747	-0.275242	0.0588198	-0.164092	-0.0105173	-0.33086	0.140416	-0.130719	0.272473	-0.297218
-4.87469	1.60126	0.741271	0.853617	-0.144246	-0.0974371	-0.179134	0.0604404	-0.342386	-0.210663	-0.15181	-0.0804642	-0.151317	-0.00477152	-0.153996	0.0513269	-0.306821
-4.49072	1.67448	0.537596	0.984001	-0.351122	0.0849589	-0.435809	0.130136	-0.604601	-0.131468	-0.359712	-0.00173486	-0.278312	0.092063	-0.249662	0.0961863	-0.374606
-4.35314	1.48484	0.706218	1.35411	-0.279713	-0.0445276	-0.265532	0.0578123	-0.666176	-0.102705	-0.310054	-0.000865122	-0.260092	0.128257	-0.196865	0.117735	-0.208271
-4.10623	1.43609	0.471076	1.37537	-0.374667	-0.0838821	-0.251818	0.0442676	-0.76486	-0.157964	-0.275774	-0.0173669	-0.312544	0.109752	-0.185202	0.204992	-0.0825183
-4.16619	1.26652	0.168565	0.942754	-0.492135	-0.212565	-0.377196	-0.260185	-0.812593	-0.346613	-0.43749	-0.218679	-0.452087	0.0391386	-0.149628	0.0228546	-0.260447
-4.46691	1.41004	0.16455	1.28182	-0.281161	-0.0913891	-0.0236615	-0.206785	-0.701342	-0.217893	-0.499641	-0.074886	-0.410756	0.292646	-0.106847	0.111245	-0.147583
-4.702	1.24606	0.415562	1.37058	-0.248344	-0.195347	-0.00362331	-0.203566	-0.591757	-0.16058	-0.422753	-0.142261	-0.349757	0.21253	-0.244398	0.020101	-0.226809
-5.01295	1.33159	0.555061	1.10537	-0.32205	-0.257187	0.0885701	-0.22076	-0.746908	-0.194271	-0.407672	-0.215442	-0.283171	0.140732	-0.293403	0.185481	-0.168763
-5.33233	1.30927	1.02607	1.25099	-0.233716	0.0572674	0.104063	-0.0973464	-0.68808	0.0975427	-0.311591	-0.216853	-0.00368789	0.143447	-0.124184	0.0931575	-0.110755
-5.90668	1.26003	1.27288	1.43157	-0.248268	0.0182818	0.204192	0.0342776	-0.591233	0.114787	-0.275493	-0.104253	-0.152012	-0.268785	-0.0349596	0.0034986	-0.189666
-7.05393	1.28362	1.27958	1.25185	-0.0755836	0.205864	-0.0599674	0.0903049	-0.234579	-0.119144	-0.383715	-0.095239	-0.56168	-0.588864	-0.156886	-0.119186	-0.318734
-8.12748	1.8788	1.19779	1.2053	0.153476	0.193643	-0.0661929	-0.0828905	-0.331114	-0.0942855	-0.516924	-0.486744	-0.408804	-0.226743	-0.276151	0.0166295	-0.146556
-8.58774	1.83537	1.31356	1.27343	0.188575	-0.0259299	-0.207444	-0.290535	-0.372527	-0.255253	-0.342015	-0.210498	-0.2369	-0.272749	-0.257118	0.0840674	-0.0834552
-7.63831	1.29377	0.596692	0.955866	0.480893	0.032571	-0.130422	0.114253	-0.363052	-0.167648	-0.233573	-0.379742	-0.118067	-0.104781	-0.123997	0.0571506	-0.018322
-7.79624	0.675865	0.377966	1.06702	0.679874	0.1361	-0.162658	0.0856254	-0.343334	-0.13446	-0.149301	-0.440734	-0.202534	-0.134434	-0.124305	0.181547	0.15169
-7.88736	0.711331	0.427764	1.00046	0.636023	0.0969582	-0.0510966	0.217081	-0.335399	-0.120161	-0.0624063	-0.372566	-0.174875	-0.0423421	-0.109854	0.132356	0.0287195
-8.33637	1.00568	0.548981	0.994231	0.651222	0.247296	0.15385	0.364602	-0.240524	-0.102216	0.041228	-0.252317	-0.0254862	0.0795773	-0.09677	0.0802537	-0.0178857
