-7.94909	1.70294	0.174696	0.506915	0.0606501	0.295548	0.0330517	0.217271	0.0143164	0.151315	0.00849857	0.117795	-0.0148966	0.0940658	-0.0131908	0.0747346	-0.0198162	0.0574807	-0.0159552	0.0366315	-0.0210619	0.0240262	-0.0186662	0.0174644	-0.00995336	0.0128417	-0.0110328	0.0157789	-0.0192702	0.00302996	-0.0215041	0.0146112	-0.0206183	0.00719495	-0.0249256	-0.0131488	-0.00690141	-0.00797899	-0.0199913	-0.00685636
-8.20309	1.70106	0.231828	0.511269	0.113294	0.301737	0.0818693	0.224527	0.0601724	0.159008	0.0508594	0.124907	0.0237484	0.099852	0.0231791	0.0797715	0.0130298	0.0613211	0.0135652	0.0381333	0.00307578	0.0236712	0.00245621	0.017928	0.0105433	0.0142463	0.00758464	0.0171671	-0.00624322	-0.00153629	-0.0110097	0.0138442	-0.0101486	0.00188429	-0.0239533	-0.0256212	-0.00363353	-0.0174155	-0.0240343	-0.0193703
-9.48659	1.62727	0.446892	0.465259	0.292022	0.289182	0.233713	0.239754	0.190006	0.186325	0.164772	0.162431	0.118368	0.144119	0.105079	0.127738	0.0887485	0.102524	0.0834852	0.0701104	0.0606819	0.053653	0.0481264	0.0561952	0.0543374	0.0569084	0.0499106	0.0562259	0.0239589	0.0171794	0.0198183	0.0398594	0.0222117	0.0156767	-0.0204676	-0.0339447	0.00589547	-0.00921671	-0.0437237	-0.0123464
-10.1754	1.26428	0.613638	0.44563	0.390505	0.353507	0.29857	0.279817	0.280848	0.25469	0.235988	0.151961	0.150446	0.138539	0.152211	0.20982	0.115056	0.14459	0.162705	0.0828115	0.137601	0.106248	0.0381605	0.105526	0.0914609	0.0756833	-0.0107713	0.00457924	0.00088992	-0.0105368	-0.0182714	-0.0476549	-0.0319033	0.0182777	-0.0211398	-0.0140961	-0.0618728	-0.0773437	-0.0525005	-0.0180525
-10.3882	1.11462	0.622088	0.502671	0.479636	0.391049	0.293214	0.275205	0.282458	0.216525	0.163904	0.132608	0.178504	0.155168	0.141606	0.120294	0.086243	0.151946	0.11435	0.0460253	0.0351189	0.132365	0.132482	0.142694	0.0579841	0.13856	0.100223	-0.00117801	-0.100775	-0.127303	-0.0343856	0.00709829	0.0342643	0.106787	0.0051355	-0.0394127	-0.110358	-0.0751901	-0.0643437	0.0417894
-10.2482	1.17351	0.525009	0.343762	0.343297	0.262971	0.21927	0.180859	0.243579	0.205314	0.188414	0.143302	0.154867	0.132626	0.124382	0.103033	0.0786383	0.167816	0.101838	0.0827776	0.0273331	0.125401	0.107153	0.096675	0.0251404	0.110947	0.118586	0.0934006	0.0286322	0.0102549	0.0369572	0.0514773	-0.0185586	0.0265775	-0.0135863	-0.0163654	-0.0696086	-0.0218425	-0.0292678	0.0223591
-10.5883	0.882451	0.454687	0.270032	0.323806	0.250025	0.17183	0.118593	0.199671	0.255911	0.207163	0.150156	0.115202	0.110743	0.116943	0.117829	0.0808476	0.141337	0.170483	0.114034	0.0643524	0.130097	0.096092	0.00325576	-0.0363454	0.0719918	0.0971203	0.103548	0.0505193	0.0311684	0.0350739	0.0144625	-0.0346233	0.0449346	0.000204036	-0.0204646	0.00295017	0.0215059	-0.00831924	-0.082088
-10.5241	0.919209	0.559684	0.366931	0.348771	0.250336	0.186727	0.170269	0.167851	0.251055	0.19976	0.163038	0.122571	0.171207	0.153947	0.104715	0.0864651	0.121486	0.105087	0.0737225	0.0976309	0.096566	0.0568243	0.0272132	0.0123737	-0.0203883	-0.00732339	0.0462446	0.0341626	-0.0720392	-0.0112142	-0.0235556	-0.0147348	0.0632333	-0.0295037	-0.074602	0.00275809	0.0124928	-0.0136044	-0.0975439
-10.2912	1.12455	0.593614	0.469141	0.361223	0.302521	0.304377	0.270742	0.235409	0.217331	0.17756	0.160136	0.186544	0.163883	0.104938	0.0975696	0.124019	0.193093	0.0861435	0.0740919	0.131102	0.0990453	0.0568268	0.0563272	0.029459	-0.0121157	0.0128437	0.0277029	-0.00785454	-0.0333746	0.0642588	-0.0383407	0.00131215	0.123096	-0.0368825	-0.0833683	-0.0052533	0.0125066	-0.00131201	-0.00573669
-10.38	1.11365	0.649378	0.568712	0.394295	0.343858	0.330291	0.278568	0.231119	0.232639	0.205477	0.173834	0.197498	0.164863	0.121409	0.0972592	0.142921	0.211507	0.069751	0.0121181	0.0471142	0.0406474	0.0503677	0.0913831	0.00813991	-0.0169354	0.0754423	0.0574192	0.0223438	0.0850874	0.157896	0.00253657	0.00343611	0.112782	-0.0408697	-0.0507469	0.0102866	0.0167494	-0.040917	-0.0295539
