-8.79745	1.68302	0.254126	0.509208	0.15182	0.237973	0.122313	0.172184	0.109872	0.0835149	0.0837801	0.0712371	0.0548492	0.064091	0.0629207	0.0330367	0.0387916	0.0528621	0.0226742	0.0649311	0.00952408	0.0645582	-0.020199	0.0297263	0.00900457	0.0145488	0.00756131	0.041162	-0.00549703	-0.0251953	0.0391471	0.00298615	-0.0232777	-0.00245734	0.00676633	0.016213	0.0193976	-0.0364497	-0.0188025	0.0122849
-8.894	1.68133	0.29511	0.514243	0.188904	0.261624	0.147778	0.19951	0.126713	0.122791	0.0947096	0.110166	0.0660718	0.100113	0.0729416	0.0704905	0.0481697	0.0854784	0.037049	0.0934234	0.0284214	0.085619	-0.000913646	0.0442284	0.0260911	0.0300137	0.026464	0.0557281	0.0108291	-0.0172509	0.0510756	0.0167838	-0.01998	0.0029429	0.0177991	0.0345884	0.0245666	-0.033063	-0.0300581	0.0255903
-9.89975	1.41263	0.559138	0.420386	0.374365	0.282341	0.238563	0.226324	0.208483	0.195563	0.15416	0.158175	0.139308	0.142375	0.149995	0.0958398	0.112655	0.151215	0.0616658	0.138373	0.110509	0.104805	0.0161394	0.0707075	0.062567	0.0564441	0.0443335	0.0635324	0.0484426	-0.00716422	0.0668233	-0.00802659	-0.034772	0.0411424	0.0342816	0.0242967	0.0178992	-0.00887069	-0.100482	0.0569792
-10.2506	1.08566	0.58	0.459451	0.419664	0.310504	0.256225	0.287407	0.272205	0.261246	0.253968	0.210953	0.22837	0.190732	0.213305	0.153421	0.252697	0.194025	0.112159	0.133794	0.151011	0.14515	0.112282	0.142313	0.0923133	0.0590022	0.0643735	0.069982	0.00677312	0.00146468	-0.0118803	-0.0100682	-0.0660913	-0.0221199	-0.0392553	-0.0621835	0.0288032	0.0454687	-0.0437592	-0.01219
-10.3983	1.02567	0.605998	0.573707	0.517492	0.38869	0.328611	0.308118	0.245558	0.308053	0.299134	0.161198	0.172844	0.254487	0.236912	0.115139	0.179711	0.100721	0.105402	0.197058	0.185829	0.0724963	0.08743	0.0777619	0.0165331	-0.0488203	-0.0453786	0.0360293	-0.0269055	-0.033268	0.0134168	0.102028	0.0155326	0.0335064	-0.0067855	-0.0614463	-0.0466446	0.0114454	-0.0269303	-0.0647182
-10.4368	0.961516	0.486594	0.50285	0.482536	0.376337	0.384782	0.384265	0.378541	0.398236	0.318569	0.187079	0.254487	0.269314	0.175683	0.109406	0.11637	0.0235378	0.118154	0.1795	0.17191	0.0888164	0.0776033	0.042843	0.028991	0.0303725	-0.00625722	0.0236123	-0.0457779	-0.0290227	0.119519	0.16228	0.068607	-0.00551266	-0.0455333	-0.0972034	-0.186911	-0.113762	-0.0522335	-0.126498
-10.211	1.16124	0.53881	0.429622	0.407913	0.31097	0.278683	0.26688	0.248004	0.293338	0.176889	0.156722	0.267395	0.201364	0.161187	0.162641	0.161395	0.0765845	0.162117	0.111277	0.123495	0.173034	0.0110506	0.0178273	0.0231132	0.0872642	0.0230121	0.0312849	-0.0275753	-0.0260519	0.0374529	-0.0194886	-0.0301429	-0.00558164	-0.00853054	-0.00875228	-0.0804952	-0.109555	-0.0492064	-0.041945
-10.3124	1.07599	0.613131	0.443633	0.383571	0.282064	0.290111	0.302926	0.273793	0.316045	0.152109	0.194966	0.215623	0.195814	0.222473	0.183779	0.210488	0.116385	0.107364	0.102823	0.120587	0.0977076	-0.0740332	-0.00347444	-0.0388138	0.0138436	-0.0558878	0.0113608	0.00408224	0.0201185	0.0544865	-0.0123888	0.00680193	0.0105539	0.0302672	-0.0539213	-0.103882	-0.119875	-0.0690424	-0.0339631
-10.4633	0.995205	0.656157	0.505867	0.396084	0.276128	0.280854	0.277907	0.257482	0.315083	0.250118	0.229843	0.198848	0.224839	0.22336	0.176568	0.263645	0.204527	0.104027	0.0914029	0.0545291	0.0446325	-0.0563056	-0.0205616	-0.0271061	0.0529168	0.0116449	0.00974866	0.0597684	0.0552493	0.0797921	0.0228736	0.0662722	0.0191106	0.0744004	-0.0305601	-0.154303	-0.107801	-0.0548542	-0.0829582
-10.4154	1.05771	0.636688	0.430668	0.367411	0.285219	0.251204	0.307207	0.315675	0.32096	0.254489	0.185707	0.216236	0.193076	0.14368	0.120305	0.226898	0.216575	0.0703149	0.0346514	-0.0325619	0.0846495	0.0252777	0.0348924	0.0342119	0.0669653	0.108062	0.0244824	0.12102	0.0526023	0.022674	-0.040429	0.0703479	0.0231691	-0.0168343	-0.00179223	-0.116366	-0.0410269	-0.0207089	-0.0323362
