0	0
1	1
1	2
2	3
2	4
3	5
3	6
4	7
4	8
5	9
5	10
6	11
7	11
8	12
9	13
10	13
11	14
12	14
13	15
14	15
15	16
15	17
16	18
16	19
17	20
17	21
18	22
18	23
19	24
19	25
20	26
20	27
21	28
21	29
22	30
22	31
23	32
23	33
24	34
24	35
25	36
25	37
26	38
26	39
27	40
27	41
28	42
28	43
29	44
29	45
30	46
30	47
31	48
31	49
32	50
32	51
33	52
33	53
34	54
34	55
35	56
35	57
36	58
36	59
37	60
37	61
38	62
38	63
39	64
39	65
40	66
40	67
41	68
41	69
42	70
42	71
43	72
43	73
44	74
44	75
45	76
45	77
46	78
46	79
47	80
47	81
48	82
48	83
49	84
49	85
50	86
50	87
51	88
51	89
52	90
52	91
53	92
53	93
54	94
54	95
55	96
55	97
56	98
56	99
57	100
57	101
58	102
58	103
59	104
59	105
60	106
60	107
61	108
61	109
62	110
62	111
63	112
63	113
64	114
64	115
65	116
65	117
66	118
67	119
68	119
69	120
69	121
70	122
70	123
71	124
71	125
72	126
72	127
73	128
73	129
74	130
74	131
75	132
75	133
76	134
76	135
77	136
77	137
78	138
79	139
80	140
80	141
81	142
82	142
83	143
84	143
85	144
85	145
86	146
87	147
88	148
88	149
89	150
89	151
90	152
90	153
91	154
92	155
92	156
93	157
93	158
94	159
95	159
96	160
97	160
98	161
99	161
100	162
101	162
102	163
103	163
104	164
105	164
106	165
107	165
108	166
109	166
110	167
111	168
112	168
113	169
113	170
114	171
114	172
115	173
116	173
117	174
118	175
119	176
119	177
120	178
121	179
122	179
123	180
124	181
124	182
125	183
125	184
126	185
126	186
127	187
127	188
128	189
128	190
129	191
129	192
130	193
131	194
132	195
133	196
134	197
135	197
136	198
136	199
137	200
137	201
138	202
138	203
139	204
140	204
141	205
141	206
142	207
143	207
144	208
145	208
146	209
146	210
147	211
148	212
148	213
149	214
149	215
150	216
151	217
152	218
153	218
154	219
154	220
155	221
155	222
156	223
156	224
157	225
157	226
158	227
158	228
159	229
159	230
160	231
160	232
161	233
162	234
163	234
164	235
164	236
165	237
165	238
166	239
167	240
168	241
169	241
170	242
170	243
171	244
171	245
172	246
173	246
174	247
175	248
175	249
176	250
176	251
177	252
177	253
178	254
178	255
179	256
179	257
180	258
181	259
181	260
182	261
183	261
184	262
185	263
186	264
186	265
187	266
187	267
188	268
189	269
190	269
191	270
192	270
193	271
194	271
195	272
196	272
197	273
198	274
198	275
199	276
199	277
200	278
201	278
202	279
203	279
204	280
205	280
206	281
207	281
208	282
209	283
210	284
211	285
212	286
212	287
213	288
213	289
214	290
214	291
215	292
215	293
216	294
216	295
217	296
217	297
218	298
218	299
219	300
219	301
220	302
220	303
221	304
221	305
222	306
222	307
223	308
223	309
224	310
224	311
225	312
225	313
226	314
227	314
228	315
229	315
230	316
231	316
232	317
233	317
234	318
235	318
236	319
237	319
238	320
239	320
240	321
241	322
241	323
242	324
243	325
244	326
245	326
246	327
247	328
248	328
249	329
250	329
251	330
252	330
253	331
253	332
254	333
255	334
255	335
256	336
257	337
257	338
258	339
259	339
260	340
260	341
261	342
261	343
262	344
262	345
263	346
264	347
265	347
266	348
267	348
268	349
269	349
270	350
270	351
271	352
271	353
272	354
273	354
274	355
274	356
275	357
275	358
276	359
277	360
278	361
278	362
279	363
279	364
280	365
280	366
281	367
281	368
282	369
282	370
283	371
283	372
284	373
284	374
285	375
285	376
286	377
286	378
287	379
287	380
288	381
288	382
289	383
289	384
290	385
290	386
291	387
291	388
292	389
292	390
293	391
293	392
294	393
294	394
295	395
295	396
296	397
296	398
297	399
298	400
298	401
299	402
299	403
300	404
301	404
302	405
303	406
303	407
304	408
305	408
306	409
307	410
308	410
309	411
309	412
310	413
311	414
312	415
312	416
313	417
314	417
315	418
316	418
317	419
318	420
318	421
319	422
319	423
320	424
320	425
321	426
321	427
322	428
322	429
323	430
323	431
324	432
324	433
325	434
325	435
326	436
326	437
327	438
327	439
328	440
328	441
329	442
329	443
330	444
330	445
331	446
331	447
332	448
332	449
333	450
333	451
334	452
334	453
335	454
335	455
336	456
336	457
337	458
337	459
338	460
338	461
339	462
339	463
340	464
340	465
341	466
341	467
342	468
342	469
343	470
343	471
344	472
344	473
345	474
345	475
346	476
346	477
347	478
347	479
348	480
349	481
350	481
351	482
352	482
353	483
354	483
355	484
356	484
357	485
358	485
359	486
360	486
361	487
362	488
363	489
364	489
365	490
366	490
367	491
368	491
369	492
369	493
370	494
370	495
371	496
371	497
372	498
372	499
373	500
373	501
374	502
375	503
376	504
376	505
377	506
377	507
378	508
379	509
379	510
380	511
381	511
382	512
383	512
384	513
385	513
386	514
387	515
387	516
388	517
389	518
389	519
390	520
390	521
391	522
391	523
392	524
392	525
393	526
393	527
394	528
395	528
396	529
397	529
398	530
399	530
400	531
401	531
402	532
403	532
404	533
405	533
406	534
407	535
408	536
409	536
410	537
411	537
412	538
413	538
414	539
415	539
416	540
417	540
418	541
419	541
420	542
421	542
422	543
422	544
423	545
424	545
425	546
426	546
427	547
428	548
429	549
430	549
431	550
432	550
433	551
433	552
434	553
435	554
435	555
436	556
436	557
437	558
437	559
438	560
438	561
439	562
439	563
440	564
440	565
441	566
441	567
442	568
443	569
443	570
444	571
444	572
445	573
445	574
446	575
446	576
447	577
447	578
448	579
448	580
449	581
449	582
450	583
451	584
451	585
452	586
452	587
453	588
453	589
454	590
455	590
456	591
457	592
458	592
459	593
460	593
461	594
462	594
463	595
463	596
464	597
465	597
466	598
466	599
467	600
467	601
468	602
468	603
469	604
469	605
470	606
470	607
471	608
471	609
472	610
473	610
474	611
474	612
475	613
475	614
476	615
476	616
477	617
477	618
478	619
478	620
479	621
479	622
480	623
480	624
481	625
482	626
483	626
484	627
485	627
486	628
487	628
488	629
488	630
489	631
489	632
490	633
490	634
491	635
491	636
492	637
492	638
493	639
493	640
494	641
494	642
495	643
495	644
496	645
496	646
497	647
497	648
498	649
498	650
499	651
499	652
500	653
500	654
501	655
501	656
502	657
502	658
503	659
503	660
504	661
504	662
505	663
505	664
506	665
506	666
507	667
508	668
508	669
509	670
510	671
510	672
511	673
512	674
