0	0
1	1
2	1
3	2
4	2
5	3
6	3
7	4
8	4
9	5
10	5
11	6
11	7
12	8
13	8
14	9
14	10
15	11
16	11
17	12
18	13
19	13
20	14
21	14
22	15
23	15
24	16
25	16
26	17
26	18
27	19
27	20
28	21
28	22
29	23
29	24
30	25
30	26
31	27
32	27
33	28
34	28
35	29
36	29
37	30
38	30
39	31
40	31
41	32
42	32
43	33
44	34
45	34
46	35
47	36
48	37
49	38
50	38
51	39
52	39
53	40
53	41
54	42
54	43
55	44
55	45
56	46
56	47
57	48
58	49
59	49
60	50
61	50
62	51
62	52
63	53
63	54
64	55
64	56
65	57
65	58
66	59
66	60
67	61
68	62
69	62
70	63
71	63
72	64
73	65
74	65
75	66
76	67
77	68
77	69
78	70
78	71
79	72
79	73
80	74
80	75
81	76
81	77
82	78
82	79
83	80
83	81
84	82
84	83
85	84
85	85
86	86
86	87
87	88
87	89
88	90
88	91
89	92
89	93
90	94
90	95
91	96
92	97
92	98
93	99
94	100
95	101
95	102
96	103
97	104
97	105
98	106
99	107
99	108
100	109
101	109
102	110
102	111
103	112
103	113
104	114
105	115
105	116
106	117
106	118
107	119
107	120
108	121
108	122
109	123
109	124
110	125
110	126
111	127
111	128
112	129
112	130
113	131
113	132
114	133
114	134
115	135
115	136
116	137
117	138
117	139
118	140
118	141
119	142
120	143
121	144
122	144
123	145
124	146
125	146
126	147
126	148
127	149
128	149
129	150
130	151
130	152
131	153
131	154
132	155
132	156
133	157
133	158
134	159
134	160
135	161
135	162
136	163
137	163
138	164
139	164
140	165
141	165
142	166
143	166
144	167
145	167
146	168
147	168
148	169
149	170
150	171
151	171
152	172
153	173
153	174
154	175
155	175
156	176
157	176
158	177
159	178
159	179
160	180
160	181
161	182
161	183
162	184
162	185
163	186
163	187
164	188
164	189
165	190
165	191
166	192
166	193
167	194
168	195
169	195
170	196
171	196
172	197
173	198
173	199
174	200
175	201
176	201
177	202
178	202
179	203
180	204
181	204
182	205
183	205
184	206
185	206
186	207
187	207
188	208
189	208
190	209
191	209
192	210
193	210
194	211
195	211
196	212
196	213
197	214
197	215
198	216
198	217
199	218
200	219
201	220
202	220
203	221
204	221
205	222
206	222
207	223
208	223
209	224
210	224
211	225
212	225
213	226
214	226
215	227
